,Project Number,$Incentive,Total Nameplate kW DC,Expected KWh Annual Production
96095,213566,986.0,3.29,3856.0
96096,216569,8568.0,24.48,28736.0
96097,192139,3150.0,9.0,10565.0
96098,196540,6048.0,17.28,20284.0
96099,217612,741.0,4.41,5177.0
96100,190480,1941.0,8.19,9614.0
96101,205799,1407.0,4.69,5505.0
96102,187235,1131.0,3.77,4425.0
96103,213262,2166.0,8.97,10529.0
96104,194802,6750.0,15.0,17608.0
96105,188882,945.0,3.15,3698.0
96106,194142,1584.0,5.28,6198.0
96107,205062,1424.0,4.75,5570.0
96108,205418,3087.0,8.82,10353.0
96109,214468,643.0,3.2,3756.0
96110,188065,0.0,9.72,11410.0
96111,204375,1180.0,5.7,6691.0
96112,204812,1323.0,4.41,5177.0
96113,185526,0.0,11.12,13051.0
96114,192717,900.0,4.76,5587.0
96115,203161,2977.0,8.51,9984.0
96116,210437,5208.0,14.88,17467.0
96117,203683,1281.0,4.27,5012.0
96118,197873,3150.0,9.0,10565.0
96119,192939,3185.0,9.1,10682.0
96120,214826,1106.0,3.69,4326.0
96121,187113,11138.0,24.75,29053.0
96122,205219,1836.0,3.69,4326.0
96123,187173,3003.0,13.0,15260.0
96124,182923,2030.0,5.8,6808.0
96125,197840,2562.0,6.57,7712.0
96126,187941,4320.0,14.4,16903.0
96127,189490,2205.0,6.3,7395.0
96128,211789,3240.0,10.8,12677.0
96129,208130,2026.0,8.64,10142.0
96130,191576,0.0,4.88,5728.0
96131,212262,4573.0,13.07,15336.0
96132,217803,2695.0,7.7,9039.0
96133,207795,1044.0,3.48,4085.0
96134,203388,1407.0,4.69,5505.0
96135,184629,2487.0,10.15,11914.0
96136,185824,4368.0,12.48,14650.0
96137,216446,2278.0,9.57,11234.0
96138,194179,2312.0,7.71,9044.0
96139,187861,1996.0,8.99,10553.0
96140,194203,1103.0,3.15,3698.0
96141,190140,2496.0,7.13,8369.0
96142,207785,835.0,4.35,5106.0
96143,217337,1647.0,5.49,6444.0
96144,214148,5110.0,14.6,17138.0
96145,213054,777.0,2.22,2606.0
96146,181718,2835.0,8.1,9508.0
96147,188508,6825.0,19.5,22890.0
96148,203436,1044.0,3.48,4085.0
96149,211842,1608.0,5.36,6292.0
96150,211377,1640.0,8.04,9438.0
96151,218504,2646.0,7.56,8874.0
96152,185062,946.0,4.32,5071.0
96153,203031,905.0,3.02,3539.0
96154,186422,1548.0,6.7,7865.0
96155,183389,0.0,6.0,7043.0
96156,182197,696.0,3.02,3539.0
96157,190702,888.0,2.96,3475.0
96158,214405,1553.0,5.18,6075.0
96159,191709,4410.0,12.6,14790.0
96160,182672,990.0,3.3,3874.0
96161,188003,3400.0,9.72,11404.0
96162,216839,5046.0,16.82,19744.0
96163,190925,4597.0,13.14,15418.0
96164,215301,666.0,2.22,2606.0
96165,195043,864.0,2.88,3381.0
96166,186199,2436.0,8.12,9532.0
96167,183172,2010.0,6.7,7865.0
96168,186606,737.0,5.12,6010.0
96169,185102,3654.0,10.44,12255.0
96170,210041,1887.0,6.29,7383.0
96171,214604,804.0,2.68,3146.0
96172,183346,1942.0,8.99,10553.0
96173,184191,2289.0,6.54,7677.0
96174,205364,544.0,2.97,3486.0
96175,183682,432216.0,720.36,845587.0
96176,209516,2310.0,6.6,7747.0
96177,192102,1375.0,6.03,7078.0
96178,189677,1906.0,8.01,9402.0
96179,216945,1862.0,6.21,7284.0
96180,188822,0.0,12.4,14556.0
96181,211425,2321.0,7.74,9080.0
96182,204981,3833.0,10.95,12854.0
96183,195102,2110.0,7.04,8258.0
96184,187807,2110.0,6.03,7078.0
96185,214453,769.0,5.03,5899.0
96186,184009,1196.0,5.7,6685.0
96187,188379,1183.0,6.38,7489.0
96188,211464,1407.0,4.69,5505.0
96189,210495,1618.0,6.7,7865.0
96190,218730,4484.0,12.81,15037.0
96191,215889,2691.0,8.97,10529.0
96192,213112,1796.0,5.99,7025.0
96193,182798,953.0,4.41,5177.0
96194,184340,5890.0,16.83,19756.0
96195,215022,1863.0,6.21,7290.0
96196,215230,1305.0,4.35,5106.0
96197,218690,1373.0,4.58,5370.0
96198,186732,1447200.0,7236.0,8493906.0
96199,182515,653.0,3.35,3932.0
96200,183922,2170.0,6.2,7278.0
96201,216386,2426.0,6.93,8135.0
96202,212020,1485.0,4.95,5811.0
96203,187218,880.0,4.02,4719.0
96204,210815,4536.0,12.96,15213.0
96205,211308,2387.0,6.82,8006.0
96206,185722,985.0,4.69,5505.0
96207,185024,2205.0,6.3,7395.0
96208,204829,1285.0,6.12,7184.0
96209,210780,2800.0,8.0,9391.0
96210,186331,4320.0,9.6,11269.0
96211,187417,1356.0,6.37,7471.0
96212,211087,2842.0,8.12,9532.0
96213,215762,1967.0,6.56,7695.0
96214,209005,804.0,2.68,3146.0
96215,207306,5712.0,16.32,19157.0
96216,187658,1104.0,5.11,5998.0
96217,181752,1222.0,5.36,6292.0
96218,191415,2940.0,8.4,9860.0
96219,188412,837.0,4.29,5036.0
96220,211139,1848.0,5.28,6198.0
96221,218422,4284.0,12.24,14368.0
96222,215447,288450.0,480.75,564324.0
96223,215991,2436.0,8.12,9532.0
96224,185841,2156.0,10.44,12255.0
96225,188799,12420.0,27.6,32398.0
96226,213890,2079.0,5.94,6973.0
96227,187193,783.0,4.02,4713.0
96228,204106,3662.0,10.46,12283.0
96229,205705,2409.0,8.03,9426.0
96230,217438,3228.0,17.4,20425.0
96231,209600,1190.0,3.97,4654.0
96232,188310,1874.0,5.36,6286.0
96233,213418,1110.0,3.7,4343.0
96234,206715,1225.0,3.5,4108.0
96235,188043,1612.0,6.8,7982.0
96236,211499,4200.0,12.0,14086.0
96237,210487,811.0,4.29,5036.0
96238,205115,16200.0,36.0,42258.0
96239,183192,1682.0,5.61,6579.0
96240,183191,0.0,9.36,10987.0
96241,181874,2403.0,9.81,11515.0
96242,208973,2135.0,6.1,7160.0
96243,188242,2268.0,7.56,8874.0
96244,215078,3197.0,9.14,10723.0
96245,203508,7392.0,21.12,24792.0
96246,205093,1717.0,4.91,5758.0
96247,216084,4800.0,25.6,30050.0
96248,203208,2412.0,8.04,9438.0
96249,206473,1188.0,3.96,4648.0
96250,210545,2574.0,8.58,10072.0
96251,212004,2800.0,8.0,9391.0
96252,186182,5355.0,17.85,20953.0
96253,216234,2368.0,5.92,6949.0
96254,193400,1012.0,4.13,4848.0
96255,194304,1098.0,3.66,4296.0
96256,188652,893.0,3.77,4425.0
96257,211228,1533.0,5.11,5998.0
96258,217898,1683.0,5.61,6585.0
96259,186746,13176.0,29.28,34370.0
96260,183739,4854644.0,6773.22,7950677.0
96261,202954,4778.0,13.65,16023.0
96262,190310,2888.0,8.25,9684.0
96263,212445,1005.0,3.35,3932.0
96264,204603,2300.0,7.67,8997.0
96265,211562,1005.0,3.35,3932.0
96266,204776,1570.0,5.23,6142.0
96267,217204,1540.0,4.4,5165.0
96268,206172,3434.0,9.81,11515.0
96269,203603,69120.0,153.6,180302.0
96270,208983,2747.0,7.85,9212.0
96271,208003,6930.0,19.8,23242.0
96272,208494,0.0,5.76,6761.0
96273,183781,1040.0,3.47,4067.0
96274,206174,3400.0,9.72,11404.0
96275,204751,1809.0,6.03,7078.0
96276,182285,2461.0,10.39,12190.0
96277,212569,882.0,2.52,2958.0
96278,194547,1668.0,5.56,6525.0
96279,196761,0.0,4.88,5728.0
96280,208559,1809.0,6.03,7078.0
96281,203173,3584.0,10.24,12020.0
96282,214774,3248.0,9.28,10893.0
96283,188565,1654.0,4.73,5546.0
96284,219542,680.0,4.32,5071.0
96285,209037,1305.0,4.35,5106.0
96286,189102,2160.0,7.2,8452.0
96287,183600,3255.0,9.3,10917.0
96288,209540,4283604.0,7139.34,8380443.0
96289,211074,7466.0,16.59,19474.0
96290,191394,1330.0,6.62,7765.0
96291,203769,804.0,2.68,3146.0
96292,186307,2268.0,7.56,8874.0
96293,189971,848.0,4.35,5106.0
96294,184834,2912.0,8.32,9766.0
96295,191798,730.0,4.68,5494.0
96296,205148,1728.0,5.76,6761.0
96297,184514,3071.0,8.78,10300.0
96298,192350,1508.0,5.03,5899.0
96299,219218,2205.0,6.3,7395.0
96300,204628,2110.0,6.03,7078.0
96301,196854,1708.0,5.7,6685.0
96302,186614,3558.0,14.95,17549.0
96303,191167,1204.0,4.02,4713.0
96304,214896,1206.0,4.02,4719.0
96305,214540,2275.0,6.5,7630.0
96306,211516,1766.0,5.89,6909.0
96307,192298,3449.0,9.86,11568.0
96308,214004,15708.0,26.18,30731.0
96309,189114,2079.0,6.93,8135.0
96310,194411,2203.0,10.15,11914.0
96311,183496,2211.0,7.37,8651.0
96312,216977,1830.0,6.1,7160.0
96313,206014,7486.0,21.39,25108.0
96314,186496,945.0,3.15,3698.0
96315,209822,1110.0,3.7,4343.0
96316,206653,2741.0,7.83,9191.0
96317,212548,5796.0,16.56,19439.0
96318,210632,1508.0,5.03,5899.0
96319,184881,5942.0,22.05,25883.0
96320,186830,0.0,6.54,7677.0
96321,206322,1167.0,5.99,7025.0
96322,211205,1827.0,5.22,6127.0
96323,219110,689.0,3.33,3909.0
96324,211583,1488.0,4.25,4990.0
96325,217036,1260.0,4.2,4930.0
96326,192477,1680.0,4.8,5634.0
96327,214083,3622.0,10.35,12149.0
96328,193470,3996.0,13.32,15636.0
96329,191333,944.0,5.94,6973.0
96330,186566,1279.0,6.09,7149.0
96331,184454,2304.0,9.72,11410.0
96332,208723,4588.0,13.11,15389.0
96333,216861,3780.0,12.6,14790.0
96334,189382,4340.0,12.4,14556.0
96335,204244,2078.0,9.14,10723.0
96336,189916,2403.0,6.87,8061.0
96337,206920,2457.0,8.19,9614.0
96338,192419,2060.0,6.87,8061.0
96339,205054,816.0,2.72,3193.0
96340,188693,5922.0,16.92,19861.0
96341,186878,3234.0,9.24,10846.0
96342,203510,4190.0,11.97,14051.0
96343,214060,1848.0,5.28,6198.0
96344,209952,2866.0,8.19,9614.0
96345,184653,1005.0,3.35,3932.0
96346,185230,3987.0,11.39,13370.0
96347,205282,4774.0,13.64,16011.0
96348,209729,777.0,2.59,3040.0
96349,213281,900.0,3.0,3522.0
96350,205829,2289.0,6.54,7677.0
96351,188172,0.0,5.04,5916.0
96352,192906,3996.0,13.32,15636.0
96353,196526,1314.0,4.38,5141.0
96354,185321,8424.0,14.04,16481.0
96355,204470,2132.0,6.09,7149.0
96356,217296,1336.0,6.96,8170.0
96357,214172,2312.0,7.71,9044.0
96358,219427,2592.0,8.64,10142.0
96359,185769,904.0,3.02,3539.0
96360,217003,1040.0,3.47,4067.0
96361,189555,3308.0,9.45,11093.0
96362,216503,1190.0,3.97,4654.0
96363,195055,2409.0,8.03,9426.0
96364,183023,5954.0,17.01,19967.0
96365,210619,2312.0,7.71,9044.0
96366,205898,3418.0,9.77,11463.0
96367,190336,1636.0,7.54,8851.0
96368,183755,1415.0,7.04,8264.0
96369,186908,2334.0,6.67,7830.0
96370,191212,3308.0,9.45,11093.0
96371,213139,1508.0,5.03,5899.0
96372,187691,704.0,2.35,2753.0
96373,186475,927.0,3.96,4648.0
96374,185281,2997.0,9.99,11727.0
96375,207669,303345.0,674.1,791286.0
96376,206393,4190.0,11.97,14051.0
96377,214258,1608.0,5.36,6292.0
96378,191957,2426.0,6.93,8135.0
96379,212074,1508.0,5.03,5899.0
96380,187319,3852.0,11.01,12918.0
96381,215347,1654.0,4.73,5546.0
96382,184265,2505.0,11.29,13247.0
96383,218789,981.0,3.27,3838.0
96384,204334,1323.0,4.41,5177.0
96385,192891,66240.0,110.4,129592.0
96386,212913,2944.0,8.41,9872.0
96387,184917,843.0,3.96,4648.0
96388,184744,2268.0,7.56,8874.0
96389,204789,3780.0,10.8,12677.0
96390,182416,1724.0,7.56,8874.0
96391,185968,3150.0,9.0,10565.0
96392,183247,1612.0,7.26,8522.0
96393,204616,808320.0,1347.2,1581397.0
96394,186394,783.0,2.61,3064.0
96395,219644,2412.0,8.04,9438.0
96396,208676,683.0,1.95,2289.0
96397,188608,1407.0,4.69,5505.0
96398,203406,816.0,2.72,3193.0
96399,185177,2737.0,9.9,11621.0
96400,182456,3200.0,13.5,15847.0
96401,212149,2040.0,6.8,7982.0
96402,188962,1512.0,7.2,8452.0
96403,207198,1508.0,5.03,5899.0
96404,191484,3586.0,14.85,17432.0
96405,210232,804.0,2.68,3146.0
96406,204180,1922.0,6.41,7518.0
96407,206070,3185.0,9.1,10682.0
96408,204673,2243.0,11.68,13710.0
96409,214417,1910.0,6.37,7471.0
96410,185544,783.0,2.61,3064.0
96411,217130,1242.0,4.14,4860.0
96412,205791,2562.0,7.32,8593.0
96413,194437,972.0,3.24,3803.0
96414,202089,3069.0,10.23,12008.0
96415,206080,2047.0,5.85,6867.0
96416,209238,1984.0,5.67,6656.0
96417,190382,824.0,2.75,3222.0
96418,214511,905.0,3.02,3539.0
96419,218480,2688.0,7.68,9015.0
96420,206589,2977.0,8.51,9984.0
96421,192295,1283.0,5.94,6973.0
96422,208441,2772.0,7.92,9297.0
96423,189363,2211.0,7.37,8651.0
96424,192529,690.0,3.24,3803.0
96425,186519,0.0,8.28,9719.0
96426,215254,1760.0,5.87,6885.0
96427,214633,3132.0,10.44,12255.0
96428,186117,2453.0,8.18,9596.0
96429,194734,1512.0,2.52,2958.0
96430,207815,641.0,2.14,2506.0
96431,192808,983.0,5.04,5916.0
96432,215682,1864.0,6.21,7293.0
96433,188787,3472.0,9.92,11644.0
96434,205379,1131.0,3.77,4425.0
96435,181837,4692.0,13.41,15738.0
96436,202762,2213.0,7.38,8657.0
96437,210901,3283.0,9.38,11011.0
96438,218198,1242.0,4.14,4860.0
96439,191510,2220.0,12.54,14720.0
96440,187073,1984.0,5.67,6656.0
96441,187960,1080.0,3.6,4226.0
96442,213894,1040.0,3.47,4067.0
96443,215856,2784.0,9.28,10893.0
96444,204229,6762.0,19.32,22679.0
96445,210355,2412.0,8.04,9438.0
96446,208924,420810.0,2104.05,2469818.0
96447,187232,0.0,9.15,10741.0
96448,209789,2174.0,7.25,8504.0
96449,184498,2484.0,5.52,6480.0
96450,190229,7728.0,9.66,11339.0
96451,184944,1117.0,3.19,3745.0
96452,205621,3360.0,9.6,11269.0
96453,183297,981.0,3.27,3838.0
96454,181793,1069.0,4.69,5505.0
96455,217149,2288.0,7.63,8951.0
96456,214275,2013.0,6.71,7876.0
96457,211716,3553.0,10.15,11914.0
96458,185456,1962.0,5.61,6579.0
96459,185123,1352.0,5.02,5887.0
96460,211446,1486.0,8.12,9532.0
96461,203346,1302.0,3.72,4367.0
96462,206637,1435.0,6.93,8135.0
96463,185736,918.0,3.06,3592.0
96464,215606,1188.0,3.96,4648.0
96465,218645,756.0,2.52,2958.0
96466,182863,2110.0,9.38,11011.0
96467,218032,2688.0,7.68,9015.0
96468,188053,905.0,5.03,5899.0
96469,204455,0.0,9.0,10565.0
96470,190068,1449.0,6.62,7765.0
96471,189481,1608.0,5.36,6292.0
96472,208087,1684.0,4.81,5646.0
96473,212206,3185.0,9.1,10682.0
96474,209114,1040.0,3.47,4067.0
96475,188203,3230.0,9.23,10835.0
96476,206432,2119.0,13.33,15641.0
96477,217490,4218.0,14.06,16505.0
96478,217075,5724.0,19.08,22397.0
96479,218205,874.0,4.35,5106.0
96480,188187,1824.0,6.08,7137.0
96481,189389,445824.0,743.04,872210.0
96482,213495,4209.0,12.03,14115.0
96483,217265,3465.0,11.55,13558.0
96484,195490,2080.0,6.94,8141.0
96485,212714,3811.0,10.89,12783.0
96486,217887,4991.0,14.26,16739.0
96487,186935,4760.0,13.6,15964.0
96488,188030,1709.0,5.7,6685.0
96489,187028,1809.0,6.03,7078.0
96490,204353,3216.0,10.72,12584.0
96491,205243,2345.0,6.7,7865.0
96492,214837,1103.0,3.15,3698.0
96493,209441,1683.0,5.61,6585.0
96494,182901,1206.0,4.02,4719.0
96495,207677,1188.0,7.92,9297.0
96496,190606,0.0,8.54,10025.0
96497,203624,868.0,2.48,2911.0
96498,208579,1620.0,5.4,6339.0
96499,209227,1647.0,5.49,6444.0
96500,188498,1785.0,6.54,7677.0
96501,187368,2380.0,10.44,12255.0
96502,182955,1256.0,5.51,6468.0
96503,206802,1910.0,6.37,7471.0
96504,191361,1106.0,3.69,4326.0
96505,183824,2664.0,8.88,10424.0
96506,211393,1848.0,5.28,6198.0
96507,186968,1533.0,5.11,5998.0
96508,217789,4284.0,12.24,14368.0
96509,219302,1728.0,5.76,6761.0
96510,192689,1764.0,5.04,5916.0
96511,192160,3906.0,11.16,13100.0
96512,212067,1418.0,4.73,5546.0
96513,213061,1030.0,2.94,3455.0
96514,190514,844.0,4.69,5505.0
96515,195019,1485.0,4.95,5811.0
96516,187787,1617.0,4.62,5423.0
96517,189612,1395.0,4.65,5458.0
96518,211641,1653.0,5.51,6468.0
96519,210030,2496.0,8.32,9766.0
96520,194988,1608.0,5.36,6292.0
96521,209286,4320.0,14.4,16903.0
96522,183341,5316.0,15.19,17831.0
96523,188856,1305.0,4.35,5106.0
96524,207623,5511.0,15.75,18482.0
96525,207607,1206.0,4.02,4719.0
96526,191146,905.0,3.02,3539.0
96527,181827,5508.0,18.36,21552.0
96528,217187,1087.0,5.25,6163.0
96529,189327,1206.0,5.22,6127.0
96530,187721,2024.0,7.32,8593.0
96531,186595,2842.0,8.12,9532.0
96532,211403,1131.0,3.77,4425.0
96533,188407,2915.0,9.72,11404.0
96534,212966,1709.0,5.7,6685.0
96535,192727,1910.0,6.37,7471.0
96536,210721,2315.0,6.62,7765.0
96537,192175,3162.0,10.54,12372.0
96538,186488,2426.0,6.93,8135.0
96539,188074,2550.0,8.5,9978.0
96540,187393,1044.0,3.48,4085.0
96541,205949,1414.0,7.04,8258.0
96542,186538,2400.0,6.12,7184.0
96543,206314,804.0,2.68,3146.0
96544,212099,2496.0,7.13,8369.0
96545,216436,2409.0,8.03,9426.0
96546,195267,2970.0,9.9,11621.0
96547,211007,804.0,2.68,3146.0
96548,213379,2010.0,6.7,7865.0
96549,209735,1314.0,4.38,5141.0
96550,215032,2646.0,7.56,8874.0
96551,217343,756.0,2.52,2958.0
96552,215003,4578.0,13.08,15354.0
96553,189219,1971.0,6.57,7712.0
96554,215922,1106.0,3.69,4326.0
96555,210408,2649.0,8.83,10364.0
96556,184167,2638.0,11.73,13763.0
96557,198034,2016.0,5.76,6761.0
96558,182755,127926.0,213.21,250274.0
96559,206877,2324.0,11.39,13370.0
96560,207660,1089.0,5.76,6761.0
96561,216006,1206.0,4.02,4719.0
96562,211515,1407.0,4.69,5505.0
96563,194125,1206.0,4.02,4719.0
96564,183201,2211.0,7.37,8651.0
96565,188080,1737.0,8.04,9438.0
96566,204228,0.0,4.88,5728.0
96567,181868,2376.0,7.92,9297.0
96568,185752,2520.0,7.2,8452.0
96569,187140,1512.0,5.04,5916.0
96570,184546,1860.0,7.85,9212.0
96571,209624,1708.0,5.7,6685.0
96572,204022,2249.0,9.45,11093.0
96573,218308,1776.0,2.96,3475.0
96574,211128,4079.0,11.66,13681.0
96575,205132,1980.0,6.6,7747.0
96576,217242,1554.0,5.18,6080.0
96577,204280,2861.0,7.85,9212.0
96578,210626,3375.0,5.6,6574.0
96579,186662,3330.0,11.1,13030.0
96580,204112,4449.0,12.71,14920.0
96581,181773,894.0,2.56,2999.0
96582,188419,2087.0,10.39,12190.0
96583,215454,1479.0,4.93,5787.0
96584,216207,503.0,1.68,1966.0
96585,208185,990.0,3.3,3874.0
96586,193387,2496.0,13.42,15753.0
96587,191828,817.0,3.63,4261.0
96588,196702,2070.0,6.9,8099.0
96589,211055,905.0,3.02,3539.0
96590,207965,1173.0,3.35,3932.0
96591,203857,0.0,7.2,8452.0
96592,203127,2441.0,13.34,15659.0
96593,210255,1890.0,6.3,7395.0
96594,183842,1213.0,3.47,4067.0
96595,212010,1314.0,4.38,5141.0
96596,205084,2100.0,6.0,7043.0
96597,214857,4037.0,13.46,15794.0
96598,212565,2496.0,7.13,8369.0
96599,212636,47400.0,72.0,84516.0
96600,188809,2052.0,6.84,8029.0
96601,187203,3867.0,11.05,12971.0
96602,206110,1190.0,3.97,4654.0
96603,194526,5180.0,14.8,17373.0
96604,194978,1890.0,6.3,7395.0
96605,211199,1206.0,4.02,4719.0
96606,189883,5278.0,15.08,17702.0
96607,210580,1332.0,4.44,5212.0
96608,190321,2604.0,7.44,8733.0
96609,204332,2349.0,7.83,9191.0
96610,182446,1944.0,6.48,7606.0
96611,218742,3986.0,11.39,13370.0
96612,218752,2772.0,7.92,9297.0
96613,194351,5120.0,6.4,7513.0
96614,188692,2268.0,6.48,7606.0
96615,203559,1864.0,6.21,7293.0
96616,213045,2562.0,7.32,8593.0
96617,188253,23760.0,23.76,27890.0
96618,186701,1813.0,5.18,6080.0
96619,217819,2958.0,8.45,9919.0
96620,208884,3111.0,10.37,12173.0
96621,203486,4060.0,11.6,13617.0
96622,194167,4284.0,12.24,14368.0
96623,184526,0.0,9.9,11621.0
96624,209252,1680.0,5.6,6574.0
96625,191874,0.0,6.48,7606.0
96626,211777,808.0,4.73,5546.0
96627,214708,870.0,2.9,3404.0
96628,184754,915.0,3.05,3580.0
96629,203185,2592.0,8.64,10142.0
96630,206315,1479.0,4.93,5787.0
96631,219261,3662.0,10.46,12283.0
96632,210512,1910.0,6.37,7471.0
96633,204642,2111.0,6.03,7078.0
96634,217224,2016.0,6.72,7888.0
96635,191673,2783.0,10.07,11815.0
96636,194623,3451.0,9.86,11574.0
96637,183152,864.0,2.88,3381.0
96638,205351,2388.0,11.88,13945.0
96639,217934,1709.0,5.7,6685.0
96640,183656,2205.0,6.3,7395.0
96641,209556,1782.0,9.9,11621.0
96642,189113,1198125.0,5990.63,7032035.0
96643,205888,2275.0,6.5,7630.0
96644,212073,4778.0,13.65,16023.0
96645,203263,1206.0,4.02,4719.0
96646,214242,2958.0,8.45,9919.0
96647,182131,1479.0,4.93,5787.0
96648,194390,1093.0,5.12,6010.0
96649,206892,1407.0,4.69,5505.0
96650,189334,1910.0,6.37,7471.0
96651,213559,891.0,2.97,3486.0
96652,192652,1752.0,5.84,6855.0
96653,214660,2312.0,7.71,9044.0
96654,219047,5160.0,17.2,20190.0
96655,211599,1437.0,7.37,8651.0
96656,206017,3348.0,11.16,13100.0
96657,186837,2564.0,9.9,11621.0
96658,192332,1248.0,6.03,7078.0
96659,189082,1622.0,6.93,8135.0
96660,186582,1281.0,3.66,4296.0
96661,210062,1612.0,8.4,9854.0
96662,191485,3170.0,13.73,16111.0
96663,183899,4713.0,18.97,22263.0
96664,186820,1663.0,7.2,8452.0
96665,206005,2047.0,5.85,6867.0
96666,203663,2010.0,6.7,7865.0
96667,206182,1658.0,5.53,6485.0
96668,184017,0.0,7.44,8733.0
96669,184938,1725.0,8.71,10224.0
96670,187698,1708.0,5.7,6685.0
96671,191688,3752.0,10.72,12584.0
96672,185237,2170.0,6.2,7278.0
96673,184469,0.0,7.92,9297.0
96674,184664,2550.0,8.5,9978.0
96675,205315,1560.0,5.2,6104.0
96676,212107,1076.0,6.08,7137.0
96677,184839,1984.0,5.67,6656.0
96678,182225,2195.0,13.07,15336.0
96679,183029,5513.0,14.75,17314.0
96680,206636,1176.0,3.36,3944.0
96681,194245,1809.0,6.03,7078.0
96682,203526,3087.0,8.82,10353.0
96683,188934,757.0,4.07,4778.0
96684,214024,12996.0,28.88,33900.0
96685,209144,1177.0,7.4,8686.0
96686,205782,1314.0,4.38,5141.0
96687,186773,8677.0,24.79,29099.0
96688,186631,2814.0,9.38,11011.0
96689,209815,1218.0,3.48,4085.0
96690,210260,2625.0,7.5,8804.0
96691,213923,3762.0,12.54,14720.0
96692,205043,986.0,3.29,3856.0
96693,191396,972.0,3.24,3803.0
96694,214059,1223.0,6.27,7360.0
96695,187967,1864.0,6.21,7293.0
96696,187302,2278.0,6.51,7642.0
96697,204352,1349.0,6.62,7765.0
96698,206490,2243.0,9.86,11574.0
96699,219384,3434.0,9.81,11515.0
96700,214204,6006.0,17.16,20143.0
96701,207267,54164.0,56.94,66838.0
96702,192841,2312.0,7.71,9044.0
96703,208527,1224.0,6.09,7149.0
96704,216542,2400.0,8.0,9391.0
96705,203351,3528.0,10.08,11832.0
96706,192521,2800.0,8.0,9391.0
96707,188954,1512.0,5.04,5916.0
96708,196510,2158.0,7.19,8445.0
96709,185291,2814.0,10.72,12584.0
96710,183062,2376.0,7.92,9297.0
96711,186380,2016.0,5.76,6761.0
96712,206471,1407.0,4.02,4719.0
96713,218627,2745.0,13.46,15794.0
96714,218540,3518.0,11.73,13763.0
96715,217035,2741.0,9.14,10723.0
96716,189941,1131.0,3.77,4425.0
96717,214775,1776.0,5.92,6949.0
96718,216998,1407.0,4.69,5505.0
96719,211212,2640.0,8.8,10330.0
96720,204687,2335.0,6.67,7830.0
96721,213152,2277.0,7.59,8909.0
96722,206775,1206.0,4.02,4719.0
96723,192439,0.0,5.89,6914.0
96724,213794,424200.0,2121.0,2489715.0
96725,191015,1734.0,5.78,6785.0
96726,182500,1706.0,4.88,5722.0
96727,212085,34410.0,57.35,67320.0
96728,187331,5250.0,15.0,17608.0
96729,210595,3024.0,8.64,10142.0
96730,185760,2663.0,11.68,13710.0
96731,186149,8355.0,23.87,28021.0
96732,207365,1920.0,6.4,7513.0
96733,217588,1890.0,6.3,7395.0
96734,185340,1792.0,5.12,6010.0
96735,194579,1206.0,4.02,4719.0
96736,192875,60858.0,101.43,119063.0
96737,206377,2464.0,7.04,8264.0
96738,191940,2412.0,8.04,9438.0
96739,183763,23004.0,51.12,60007.0
96740,183437,2400.0,6.84,8029.0
96741,214692,792.0,2.64,3099.0
96742,215559,1653.0,5.51,6468.0
96743,209690,870.0,2.9,3404.0
96744,182365,1728.0,5.76,6761.0
96745,219594,1407.0,4.69,5505.0
96746,194376,111780.0,248.4,291582.0
96747,219071,2668.0,13.68,16058.0
96748,214440,1190.0,3.97,4654.0
96749,217147,2379.0,7.93,9309.0
96750,187870,589410.0,2947.05,3459365.0
96751,192250,4212.0,14.04,16481.0
96752,189414,3940.0,16.8,19721.0
96753,184887,1131.0,5.8,6808.0
96754,194332,3087.0,8.82,10353.0
96755,218646,2250.0,7.5,8804.0
96756,185182,1932.0,5.52,6480.0
96757,183812,3875.0,12.92,15160.0
96758,218800,5511.0,15.75,18482.0
96759,203389,2415.0,6.9,8099.0
96760,188851,0.0,8.06,9461.0
96761,214997,4709.0,15.7,18425.0
96762,194413,8750.0,28.8,33807.0
96763,209094,4851.0,13.86,16269.0
96764,205649,4533.0,12.95,15201.0
96765,208462,4855.0,13.87,16281.0
96766,184128,3449.0,9.86,11568.0
96767,184995,2423.0,9.48,11132.0
96768,207211,2268.0,6.48,7606.0
96769,189236,1533.0,5.11,5998.0
96770,215040,1106.0,3.69,4326.0
96771,205235,1668.0,5.56,6525.0
96772,186996,4221.0,12.06,14157.0
96773,204801,1607.0,5.36,6286.0
96774,204845,3413.0,9.75,11445.0
96775,217717,1323.0,4.41,5177.0
96776,214524,999.0,3.33,3909.0
96777,195227,3416.0,9.76,11457.0
96778,210275,2914.0,9.72,11404.0
96779,217690,1523.0,4.35,5106.0
96780,214358,4349.0,12.43,14586.0
96781,216339,1554.0,5.18,6080.0
96782,212558,1887.0,6.29,7383.0
96783,212144,2301.0,7.67,9003.0
96784,191350,1273.0,6.12,7184.0
96785,192166,1953.0,5.58,6550.0
96786,206091,957.0,3.19,3745.0
96787,185957,3705.0,10.59,12425.0
96788,187705,836.0,5.36,6292.0
